時間,區,村里,村里代碼,年齡區間,性別,案件類型,總計
105年1月,南港區,不明,不明,20-未滿40歲,2,其他家虐,1
105年1月,南港區,不明,不明,20-未滿40歲,2,非保護性案件,1
105年1月,南港區,不明,不明,20-未滿40歲,2,婚姻暴力,5
105年1月,南港區,不明,不明,20-未滿40歲,1,其他家虐,3
105年1月,南港區,不明,不明,20-未滿40歲,1,婚姻暴力,1
105年1月,南港區,不明,不明,40-未滿65歲,2,其他家虐,3
105年1月,南港區,不明,不明,40-未滿65歲,2,婚姻暴力,2
105年1月,南港區,不明,不明,40-未滿65歲, ,婚姻暴力,1
105年1月,南港區,不明,不明,40-未滿65歲,1,其他家虐,1
105年1月,南港區,不明,不明,65歲以上,2,老人虐待,1
105年1月,南港區,不明,不明,65歲以上,1,老人虐待,2
105年1月,南港區,不明,不明,6-未滿12歲,2,兒少保護,2
105年1月,南港區,不明,不明,未滿6歲,1,兒少保護,1
105年1月,南港區,中南里,63000090002,40-未滿65歲,2,其他家虐,1
105年1月,南港區,中研里,63000090017,65歲以上,2,老人虐待,1
105年1月,南港區,成福里,63000090011,20-未滿40歲,1,其他家虐,1
105年1月,南港區,成福里,63000090011,65歲以上,2,婚姻暴力,1
105年1月,萬華區,不明,不明,12-未滿18歲,2,其他家虐,1
105年1月,萬華區,不明,不明,12-未滿18歲, ,兒少保護,1
105年1月,萬華區,不明,不明,12-未滿18歲,1,其他家虐,1
105年1月,萬華區,不明,不明,20-未滿40歲,2,其他家虐,9
105年1月,萬華區,不明,不明,20-未滿40歲,2,婚姻暴力,13
105年1月,萬華區,不明,不明,20-未滿40歲, ,其他家虐,1
105年1月,萬華區,不明,不明,20-未滿40歲,1,其他家虐,5
105年1月,萬華區,不明,不明,20-未滿40歲,1,婚姻暴力,2
105年1月,萬華區,不明,不明,40-未滿65歲,2,其他家虐,5
105年1月,萬華區,不明,不明,40-未滿65歲,2,非保護性案件,1
105年1月,萬華區,不明,不明,40-未滿65歲,2,婚姻暴力,9
105年1月,萬華區,不明,不明,40-未滿65歲,1,其他家虐,3
105年1月,萬華區,不明,不明,40-未滿65歲,1,非保護性案件,1
105年1月,萬華區,不明,不明,40-未滿65歲,1,婚姻暴力,2
105年1月,萬華區,不明,不明,65歲以上,2,老人虐待,3
105年1月,萬華區,不明,不明,65歲以上,2,婚姻暴力,2
105年1月,萬華區,不明,不明,65歲以上,1,老人虐待,2
105年1月,萬華區,不明,不明,65歲以上,1,婚姻暴力,1
105年1月,萬華區,不明,不明,未滿6歲,1,兒少保護,3
105年1月,萬華區,不明,不明,未滿6歲,1,非保護性案件,1
105年1月,萬華區,日善里,63000070020,40-未滿65歲,2,其他家虐,1
105年1月,萬華區,和德里,63000070024,20-未滿40歲,2,婚姻暴力,1
105年1月,萬華區,忠貞里,63000070034,40-未滿65歲,2,婚姻暴力,1
105年1月,萬華區,忠德里,63000070022,40-未滿65歲,1,其他家虐,1
105年1月,萬華區,凌霄里,63000070035,12-未滿18歲,2,非保護性案件,1
105年1月,萬華區,凌霄里,63000070035,20-未滿40歲,2,婚姻暴力,1
105年1月,萬華區,新和里,63000070014,65歲以上,1,老人虐待,1
105年1月,萬華區,銘德里,63000070028,20-未滿40歲,2,其他家虐,1
105年2月,士林區,三玉里,63000110033,40-未滿65歲,2,其他家虐,1
105年2月,士林區,三玉里,63000110033,40-未滿65歲,1,其他家虐,1
105年2月,士林區,不明,不明,12-未滿18歲,2,兒少保護,1
105年2月,士林區,不明,不明,12-未滿18歲,2,非保護性案件,2
105年2月,士林區,不明,不明,12-未滿18歲,1,兒少保護,2
105年2月,士林區,不明,不明,18-未滿20歲,2,婚姻暴力,1
105年2月,士林區,不明,不明,18-未滿20歲,1,其他家虐,1
105年2月,士林區,不明,不明,20-未滿40歲,2,其他家虐,4
105年2月,士林區,不明,不明,20-未滿40歲,2,非保護性案件,1
105年2月,士林區,不明,不明,20-未滿40歲,2,婚姻暴力,12
105年2月,士林區,不明,不明,20-未滿40歲,1,其他家虐,2
105年2月,士林區,不明,不明,40-未滿65歲,2,其他家虐,6
105年2月,士林區,不明,不明,40-未滿65歲,2,婚姻暴力,6
105年2月,士林區,不明,不明,40-未滿65歲,1,其他家虐,7
105年2月,士林區,不明,不明,40-未滿65歲,1,非保護性案件,1
105年2月,士林區,不明,不明,40-未滿65歲,1,婚姻暴力,2
105年2月,士林區,不明,不明,65歲以上,2,老人虐待,4
105年2月,士林區,不明,不明,65歲以上,2,非保護性案件,1
105年2月,士林區,不明,不明,65歲以上,2,婚姻暴力,2
105年2月,士林區,不明,不明,65歲以上, ,兒少保護,1
105年2月,士林區,不明,不明,65歲以上,1,婚姻暴力,1
105年2月,士林區,不明,不明,6-未滿12歲,2,非保護性案件,1
105年2月,士林區,不明,不明,未滿6歲,1,兒少保護,2
105年2月,士林區,不明,不明,未滿6歲,1,非保護性案件,1
105年2月,士林區,天母里,63000110042,40-未滿65歲,2,婚姻暴力,1
105年2月,士林區,天和里,63000110039,20-未滿40歲,2,其他家虐,1
105年2月,士林區,天和里,63000110039,20-未滿40歲,2,婚姻暴力,1
105年2月,士林區,名山里,63000110026,40-未滿65歲,1,其他家虐,1
105年2月,士林區,百齡里,63000110011,40-未滿65歲,2,婚姻暴力,1
105年2月,士林區,百齡里,63000110011,65歲以上,2,老人虐待,1
105年2月,士林區,岩山里,63000110025,20-未滿40歲,2,婚姻暴力,1
105年2月,士林區,岩山里,63000110025,20-未滿40歲,1,婚姻暴力,1
105年2月,士林區,岩山里,63000110025,6-未滿12歲,2,兒少保護,1
105年2月,士林區,承德里,63000110012,65歲以上,2,婚姻暴力,1
105年2月,士林區,東山里,63000110032,40-未滿65歲,2,婚姻暴力,1
105年2月,士林區,社園里,63000110021,40-未滿65歲,2,其他家虐,1
105年2月,士林區,富光里,63000110016,20-未滿40歲,2,婚姻暴力,2
105年2月,士林區,富洲里,63000110024,20-未滿40歲,2,婚姻暴力,1
105年2月,士林區,聖山里,63000110029,20-未滿40歲,2,婚姻暴力,1
105年2月,士林區,聖山里,63000110029,40-未滿65歲,2,婚姻暴力,1
105年2月,士林區,聖山里,63000110029,40-未滿65歲,1,婚姻暴力,1
105年2月,士林區,葫蘆里,63000110017,40-未滿65歲,2,非保護性案件,1
105年2月,士林區,葫蘆里,63000110017,40-未滿65歲,2,婚姻暴力,1
105年2月,士林區,葫蘆里,63000110017,40-未滿65歲,1,其他家虐,1
105年2月,士林區,福中里,63000110009,40-未滿65歲,2,其他家虐,1
105年2月,士林區,福志里,63000110005,20-未滿40歲,2,婚姻暴力,1
105年2月,士林區,福佳里,63000110007,12-未滿18歲,1,兒少保護,1
105年2月,士林區,福林里,63000110003,40-未滿65歲,1,婚姻暴力,1
105年2月,士林區,福華里,63000110013,20-未滿40歲,1,其他家虐,1
105年2月,士林區,舊佳里,63000110006,40-未滿65歲,1,其他家虐,1
105年2月,士林區,舊佳里,63000110006,65歲以上,2,老人虐待,1
105年2月,大同區,不明,不明,12-未滿18歲,1,非保護性案件,1
105年2月,大同區,不明,不明,20-未滿40歲,2,其他家虐,5
105年2月,大同區,不明,不明,20-未滿40歲,2,非保護性案件,1
105年2月,大同區,不明,不明,20-未滿40歲,2,婚姻暴力,7
105年2月,大同區,不明,不明,20-未滿40歲,1,其他家虐,3
105年2月,大同區,不明,不明,20-未滿40歲,1,婚姻暴力,3
105年2月,大同區,不明,不明,40-未滿65歲,2,其他家虐,6
105年2月,大同區,不明,不明,40-未滿65歲,2,非保護性案件,1
105年2月,大同區,不明,不明,40-未滿65歲,2,婚姻暴力,11
105年2月,大同區,不明,不明,40-未滿65歲, ,其他家虐,1
105年2月,大同區,不明,不明,40-未滿65歲,1,其他家虐,3
105年2月,大同區,不明,不明,40-未滿65歲,1,婚姻暴力,2
105年2月,大同區,不明,不明,65歲以上,2,老人虐待,3
105年2月,大同區,不明,不明,65歲以上,2,婚姻暴力,1
105年2月,大同區,不明,不明,65歲以上,1,老人虐待,2
105年2月,大同區,不明,不明,65歲以上,1,婚姻暴力,1
105年2月,大同區,不明,不明,6-未滿12歲,1,兒少保護,1
105年2月,大同區,不明,不明,未滿6歲,2,非保護性案件,1
105年2月,大同區,不明,不明,未滿6歲,1,兒少保護,1
105年2月,大同區,民權里,63000060013,12-未滿18歲,1,兒少保護,1
105年2月,大同區,民權里,63000060013,40-未滿65歲,1,其他家虐,1
105年2月,大同區,至聖里,63000060022,65歲以上,2,老人虐待,1
105年2月,大同區,保安里,63000060026,40-未滿65歲,1,非保護性案件,1
105年2月,大同區,建功里,63000060003,40-未滿65歲,2,其他家虐,1
105年2月,大安區,大學里,63000030043,20-未滿40歲,2,婚姻暴力,1
105年2月,大安區,不明,不明,12-未滿18歲,2,兒少保護,1
105年2月,大安區,不明,不明,12-未滿18歲, ,非保護性案件,1
105年2月,大安區,不明,不明,12-未滿18歲,1,非保護性案件,1
105年2月,大安區,不明,不明,20-未滿40歲,2,其他家虐,1
105年2月,大安區,不明,不明,20-未滿40歲,2,婚姻暴力,11
105年2月,大安區,不明,不明,40-未滿65歲,2,其他家虐,4
105年2月,大安區,不明,不明,40-未滿65歲,2,婚姻暴力,8
105年2月,大安區,不明,不明,40-未滿65歲,1,其他家虐,1
105年2月,大安區,不明,不明,40-未滿65歲,1,婚姻暴力,6
105年2月,大安區,不明,不明,65歲以上,2,老人虐待,1
105年2月,大安區,不明,不明,65歲以上,2,其他家虐,1
105年2月,大安區,不明,不明,65歲以上,2,婚姻暴力,2
105年2月,大安區,不明,不明,65歲以上,1,婚姻暴力,1
105年2月,大安區,不明,不明,6-未滿12歲,1,非保護性案件,1
105年2月,大安區,不明,不明,未滿6歲,2,兒少保護,1
105年2月,大安區,不明,不明,未滿6歲,1,兒少保護,1
105年2月,大安區,建倫里,63000030050,40-未滿65歲,2,婚姻暴力,1
105年2月,大安區,通化里,63000030031,20-未滿40歲,2,婚姻暴力,1
105年2月,大安區,通化里,63000030031,20-未滿40歲,1,其他家虐,2
105年2月,大安區,通化里,63000030031,40-未滿65歲,2,婚姻暴力,1
105年2月,大安區,敦煌里,63000030053,20-未滿40歲,2,其他家虐,1
105年2月,大安區,群英里,63000030037,40-未滿65歲,2,婚姻暴力,1
105年2月,大安區,福住里,63000030017,40-未滿65歲,2,婚姻暴力,1
105年2月,大安區,德安里,63000030001,20-未滿40歲,1,非保護性案件,1
105年2月,大安區,黎元里,63000030046,20-未滿40歲,1,其他家虐,1
105年2月,大安區,黎孝里,63000030047,40-未滿65歲,2,婚姻暴力,1
105年2月,大安區,黎和里,63000030048,20-未滿40歲,2,其他家虐,1
105年2月,大安區,黎和里,63000030048,40-未滿65歲,1,婚姻暴力,1
105年2月,大安區,錦安里,63000030016,20-未滿40歲,1,婚姻暴力,1
105年2月,大安區,錦安里,63000030016,40-未滿65歲,1,其他家虐,1
105年2月,大安區,龍生里,63000030028,40-未滿65歲,2,婚姻暴力,1
105年2月,大安區,龍圖里,63000030022,40-未滿65歲,2,婚姻暴力,1
105年2月,大安區,龍圖里,63000030022,65歲以上,2,婚姻暴力,1
105年2月,不明,不明,不明,12-未滿18歲,2,兒少保護,4
105年2月,不明,不明,不明,12-未滿18歲,2,其他家虐,1
105年2月,不明,不明,不明,12-未滿18歲,1,兒少保護,2
105年2月,不明,不明,不明,12-未滿18歲,1,非保護性案件,1
105年2月,不明,不明,不明,18-未滿20歲,2,其他家虐,2
105年2月,不明,不明,不明,18-未滿20歲,2,婚姻暴力,1
105年2月,不明,不明,不明,18-未滿20歲,1,非保護性案件,1
105年2月,不明,不明,不明,20-未滿40歲,2,其他家虐,9
105年2月,不明,不明,不明,20-未滿40歲,2,非保護性案件,2
105年2月,不明,不明,不明,20-未滿40歲,2,婚姻暴力,14
105年2月,不明,不明,不明,20-未滿40歲, ,婚姻暴力,1
105年2月,不明,不明,不明,20-未滿40歲,1,非保護性案件,2
105年2月,不明,不明,不明,20-未滿40歲,1,婚姻暴力,1
105年2月,不明,不明,不明,40-未滿65歲,2,其他家虐,6
105年2月,不明,不明,不明,40-未滿65歲,2,婚姻暴力,14
105年2月,不明,不明,不明,40-未滿65歲, ,婚姻暴力,2
105年2月,不明,不明,不明,40-未滿65歲,1,其他家虐,1
105年2月,不明,不明,不明,65歲以上,2,兒少保護,2
105年2月,不明,不明,不明,65歲以上,2,非保護性案件,3
105年2月,不明,不明,不明,65歲以上,2,婚姻暴力,1
105年2月,不明,不明,不明,65歲以上, ,非保護性案件,8
105年2月,不明,不明,不明,6-未滿12歲,2,非保護性案件,2
105年2月,不明,不明,不明,6-未滿12歲, ,兒少保護,1
105年2月,不明,不明,不明,6-未滿12歲,1,兒少保護,2
105年2月,不明,不明,不明,6-未滿12歲,1,非保護性案件,1
105年2月,不明,不明,不明,未滿6歲,2,兒少保護,3
105年2月,不明,不明,不明,未滿6歲, ,兒少保護,1
105年2月,不明,不明,不明,未滿6歲,1,兒少保護,8
105年2月,中山區,不明,不明,12-未滿18歲,2,兒少保護,1
105年2月,中山區,不明,不明,12-未滿18歲,1,兒少保護,1
105年2月,中山區,不明,不明,20-未滿40歲,2,其他家虐,3
105年2月,中山區,不明,不明,20-未滿40歲,2,婚姻暴力,12
105年2月,中山區,不明,不明,20-未滿40歲,1,其他家虐,2
105年2月,中山區,不明,不明,20-未滿40歲,1,婚姻暴力,3
105年2月,中山區,不明,不明,40-未滿65歲,2,其他家虐,4
105年2月,中山區,不明,不明,40-未滿65歲,2,婚姻暴力,12
105年2月,中山區,不明,不明,40-未滿65歲, ,婚姻暴力,1
105年2月,中山區,不明,不明,40-未滿65歲,1,其他家虐,2
105年2月,中山區,不明,不明,40-未滿65歲,1,婚姻暴力,4
105年2月,中山區,不明,不明,65歲以上,2,婚姻暴力,4
105年2月,中山區,不明,不明,65歲以上,1,老人虐待,1
105年2月,中山區,不明,不明,6-未滿12歲,1,兒少保護,1
105年2月,中山區,不明,不明,未滿6歲,2,兒少保護,1
105年2月,中山區,不明,不明,未滿6歲,1,兒少保護,1
105年2月,中山區,中原里,63000040031,40-未滿65歲,2,婚姻暴力,1
105年2月,中山區,正義里,63000040002,40-未滿65歲,1,婚姻暴力,1
105年2月,中山區,朱園里,63000040036,6-未滿12歲,1,非保護性案件,1
105年2月,中山區,朱馥里,63000040034,20-未滿40歲,2,婚姻暴力,1
105年2月,中山區,行仁里,63000040025,40-未滿65歲,2,婚姻暴力,2
105年2月,中山區,松江里,63000040021,65歲以上,2,婚姻暴力,1
105年2月,中山區,圓山里,63000040012,65歲以上,2,婚姻暴力,1
105年2月,中山區,圓山里,63000040012,65歲以上,1,老人虐待,1
105年2月,中山區,龍洲里,63000040035,40-未滿65歲,2,非保護性案件,1
105年2月,中正區,三愛里,63000050031,20-未滿40歲,2,婚姻暴力,1
105年2月,中正區,不明,不明,20-未滿40歲,2,其他家虐,3
105年2月,中正區,不明,不明,20-未滿40歲,2,婚姻暴力,6
105年2月,中正區,不明,不明,20-未滿40歲,1,其他家虐,2
105年2月,中正區,不明,不明,20-未滿40歲,1,婚姻暴力,2
105年2月,中正區,不明,不明,40-未滿65歲,2,其他家虐,2
105年2月,中正區,不明,不明,40-未滿65歲,2,婚姻暴力,9
105年2月,中正區,不明,不明,40-未滿65歲,1,其他家虐,2
105年2月,中正區,不明,不明,40-未滿65歲,1,婚姻暴力,1
105年2月,中正區,不明,不明,65歲以上,2,老人虐待,2
105年2月,中正區,不明,不明,65歲以上,1,非保護性案件,1
105年2月,中正區,不明,不明,6-未滿12歲,2,其他家虐,1
105年2月,中正區,不明,不明,6-未滿12歲,1,兒少保護,1
105年2月,中正區,忠勤里,63000050014,40-未滿65歲,2,婚姻暴力,1
105年2月,中正區,忠勤里,63000050014,6-未滿12歲,2,兒少保護,1
105年2月,內湖區,大湖里,63000100012,40-未滿65歲,2,婚姻暴力,1
105年2月,內湖區,不明,不明,12-未滿18歲,2,其他家虐,2
105年2月,內湖區,不明,不明,12-未滿18歲,1,非保護性案件,1
105年2月,內湖區,不明,不明,18-未滿20歲,2,婚姻暴力,1
105年2月,內湖區,不明,不明,20-未滿40歲,2,不明,1
105年2月,內湖區,不明,不明,20-未滿40歲,2,其他家虐,5
105年2月,內湖區,不明,不明,20-未滿40歲,2,婚姻暴力,13
105年2月,內湖區,不明,不明,20-未滿40歲,1,其他家虐,3
105年2月,內湖區,不明,不明,20-未滿40歲,1,婚姻暴力,2
105年2月,內湖區,不明,不明,40-未滿65歲,2,其他家虐,8
105年2月,內湖區,不明,不明,40-未滿65歲,2,婚姻暴力,8
105年2月,內湖區,不明,不明,40-未滿65歲, ,其他家虐,1
105年2月,內湖區,不明,不明,40-未滿65歲, ,婚姻暴力,1
105年2月,內湖區,不明,不明,40-未滿65歲,1,其他家虐,2
105年2月,內湖區,不明,不明,40-未滿65歲,1,婚姻暴力,3
105年2月,內湖區,不明,不明,65歲以上,2,老人虐待,2
105年2月,內湖區,不明,不明,65歲以上,2,婚姻暴力,2
105年2月,內湖區,不明,不明,65歲以上,1,老人虐待,1
105年2月,內湖區,不明,不明,6-未滿12歲,1,兒少保護,1
105年2月,內湖區,五分里,63000100022,20-未滿40歲,2,婚姻暴力,2
105年2月,內湖區,五分里,63000100022,20-未滿40歲,1,其他家虐,1
105年2月,內湖區,五分里,63000100022,40-未滿65歲,1,其他家虐,1
105年2月,內湖區,內湖里,63000100009,20-未滿40歲,2,婚姻暴力,1
105年2月,內湖區,石潭里,63000100028,20-未滿40歲,2,其他家虐,1
105年2月,內湖區,西安里,63000100003,40-未滿65歲,2,非保護性案件,1
105年2月,內湖區,西康里,63000100002,20-未滿40歲,2,婚姻暴力,1
105年2月,內湖區,西湖里,63000100001,40-未滿65歲,2,婚姻暴力,1
105年2月,內湖區,金湖里,63000100034,40-未滿65歲,1,非保護性案件,1
105年2月,內湖區,清白里,63000100017,20-未滿40歲,2,其他家虐,1
105年2月,內湖區,紫星里,63000100011,40-未滿65歲,2,非保護性案件,1
105年2月,內湖區,紫陽里,63000100019,6-未滿12歲,1,兒少保護,1
